0	30630	15	26061
0	87418	15	892
0	168537	15	22162
0	201144	15	26061
0	432480	15	2255
0	436998	15	26659
0	439167	15	27094
0	446796	15	2002
0	465850	15	17124
0	527133	15	22162
0	616740	15	9490
0	671977	15	26659
0	674146	15	27094
0	681772	15	2002
0	700826	15	17124
0	768985	15	22162
0	781709	15	3275
0	981404	15	3458
0	1187156	15	898
0	1872733	15	10204
0	1886166	15	7576
0	1990888	15	17347
0	1996686	15	8898
0	1996687	15	8899
0	2175274	15	10395
0	2249616	15	11305
0	2534214	15	19832
0	2542335	15	15187
0	2992990	15	2027
0	3226662	15	26659
0	3448623	15	2628
0	3531742	15	19789
0	3570704	15	20027
0	3594277	15	7389
0	3765395	15	20199
0	3765396	15	20200
0	4088888	15	27585
0	4097840	15	2624
0	4378955	15	9080
0	4412813	15	13976
0	4522585	15	16346
0	4538317	15	302
0	4612226	15	20027
0	4673589	15	11982
0	4678132	15	24387
0	4792283	15	12020
0	4953420	15	21910
0	5018459	15	19058
0	5051141	15	24244
0	5129386	15	7554
0	5187292	15	25471
0	5282581	15	5949
0	5356999	15	12121
0	5506253	15	6188
0	5591768	15	15500
0	5638551	15	5213
0	5641915	15	25789
0	5714790	15	1930
0	5723100	15	28401
0	6009914	15	632
0	6361896	15	7618
0	6539111	15	14307
0	6545434	15	14259
0	6631003	15	882
0	6679324	15	26686
0	6684745	15	21125
0	6734151	15	7328
0	6759176	15	2656
0	6814232	15	17300
0	6945737	15	20466
0	6949765	15	25893
0	6949766	15	25894
0	6974879	15	21926
0	6999212	15	19947
0	7074876	15	27245
0	7201657	15	13907
0	7230649	15	2411
0	7240518	15	18286
0	7259603	15	596
0	7276744	15	13656
0	7311442	15	28315
0	7381621	15	21523
0	7381624	15	21526
0	7488669	15	19031
0	7492889	15	19792
0	7513226	15	22061
0	7790596	15	21125
0	7880123	15	2624
0	7881490	15	24899
0	7910918	15	17881
0	7960234	15	26334
0	8113862	15	18119
0	8113863	15	18120
0	8113866	15	18123
0	8169852	15	10102
0	8188316	15	24550
0	8342230	15	26677
0	8366322	15	9413
0	8413269	15	2110
0	8469476	15	2616
0	8476546	15	25847
0	8507234	15	10779
0	8528709	15	11189
0	8535165	15	7554
0	8577231	15	17881
0	8646968	15	7388
0	8709305	15	3857
0	8731345	15	3511
0	8797149	15	10593
0	8821497	15	27789
0	8827325	15	2687
0	8841725	15	26585
0	8841729	15	26589
0	8857070	15	19164
0	8933027	15	28090
0	8972904	15	8506
0	9115810	15	8319
0	9231603	15	7583
0	9398809	15	17850
0	9458449	15	20466
0	9473444	15	9480
0	9474541	15	2687
0	9615915	15	14259
0	9650833	15	20813
0	9659157	15	26498
0	9696949	15	18929
0	9738444	15	10273
0	9751832	15	23056
0	9751834	15	23058
0	9808248	15	19679
0	9808249	15	19680
0	9828757	15	7442
0	9828761	15	7446
0	9876789	15	27116
0	9882592	15	338
0	9905965	15	17008
0	9939017	15	14612
0	10067623	15	9162
0	10157329	15	26334
0	10176214	15	20597
0	10221413	15	20709
0	10355713	15	18123
0	10446463	15	885
0	10477895	15	596
0	10493441	15	28358
0	10769182	15	21253
0	10887336	15	882
0	10955572	15	10547
0	11005169	15	8898
0	11005170	15	8899
0	11048976	15	24346
0	11073617	15	8859
0	11123262	15	14675
0	11148624	15	8854
0	11263552	15	12686
0	11371568	15	5404
0	11627751	15	2624
0	11680306	15	20363
0	11773098	15	787
0	11859488	15	10226
0	12071455	15	8630
0	12301560	15	9496
0	12474589	15	20348
0	12526559	15	7527
0	12538927	15	882
0	12672836	15	2177
0	12730810	15	18056
0	12730816	15	18062
0	12766056	15	14189
0	13072663	15	882
0	13171123	15	2687
0	13202528	15	24627
0	13234519	15	10779
0	13249140	15	787
0	13255019	15	2687
0	13348268	15	24627
0	13379536	15	10779
0	13578062	15	8006
0	13644516	15	2752
0	13669688	15	18056
0	13669694	15	18062
0	13669699	15	18067
0	13730280	15	25520
0	13738697	15	5488
0	13801938	15	3035
0	13835922	15	23646
0	13985611	15	21799
0	14002146	15	1734
0	14002148	15	1736
0	14002155	15	1743
0	14036636	15	2733
0	14078643	15	23646
0	14078648	15	23651
0	14176768	15	17850
0	14199267	15	6955
0	14208029	15	15957
0	14233962	15	1966
0	14234257	15	2255
0	14246276	15	26589
0	14355783	15	21408
0	14355784	15	21409
0	14409012	15	25063
0	14532731	15	21316
0	14537630	15	27236
0	14681334	15	20460
0	14703898	15	21910
0	14776714	15	10743
0	14776715	15	10744
0	14852486	15	11387
0	15200212	15	10614
0	15298995	15	10645
0	15336742	15	10457
0	15387698	15	7356
0	15412463	15	22249
0	15503268	15	10697
0	15510513	15	18876
0	15555142	15	8899
0	15704584	15	994
0	15709883	15	983
0	15709886	15	986
0	15715691	15	20709
0	15726212	15	2556
0	15775990	15	9413
0	15784430	15	9572
0	15818472	15	10751
0	15888091	15	7976
0	16248606	15	19792
0	16298523	15	596
0	16305078	15	7246
0	16335143	15	12686
0	16340134	15	10779
0	16527502	15	12686
0	16541912	15	25568
0	16544845	15	3542
0	16544846	15	3543
0	16571201	15	21398
0	16571211	15	21408
0	16571212	15	21409
0	16615536	15	10751
0	16719595	15	20402
0	16745138	15	14389
0	16765083	15	27585
0	16791494	15	19693
0	16880729	15	892
0	16997894	15	5815
0	17075709	15	1785
0	17288193	15	7328
0	17340416	15	23683
0	17435598	15	5018
0	17525965	15	9096
0	17573980	15	11663
0	17722518	15	7430
0	17891251	15	23166
0	17948038	15	8898
0	17948039	15	8899
0	17954091	15	12686
0	18125615	15	20630
0	18256511	15	10226
0	18263119	15	22055
0	18370687	15	1669
0	18427318	15	28400
0	18436402	15	25893
0	18436403	15	25894
0	18446208	15	3543
0	18451296	15	1675
0	18552825	15	11459
0	18569203	15	23904
0	18668417	15	7554
0	18736568	15	21127
0	18740925	15	2333
0	18922140	15	22247
0	18922142	15	22249
0	18972596	15	27169
0	19034297	15	15842
0	19175860	15	655
0	19194237	15	22472
0	19266663	15	20620
0	19401295	15	14438
0	19467235	15	2605
0	19506782	15	23646
0	19521119	15	7835
0	19521524	15	24189
0	19587667	15	10743
0	19614075	15	17885
0	19691162	15	882
0	19691165	15	885
0	19790549	15	1829
0	19834139	15	15081
0	19860084	15	4209
0	19876307	15	7328
0	20006309	15	24627
0	20013921	15	27879
0	20072096	15	7527
0	20110213	15	23808
0	20244831	15	23234
0	20296735	15	5605
0	20328802	15	6895
0	20407663	15	25703
0	20532542	15	2624
0	20679485	15	24550
0	20710568	15	21953
0	20774144	15	3141
0	20848263	15	885
0	20872080	15	27065
0	20873891	15	18062
0	20873896	15	18067
0	20876780	15	23379
0	20896134	15	26686
0	20958528	15	24673
0	21036675	15	10751
0	21049043	15	3911
0	21066745	15	22473
0	21077769	15	7430
0	21134689	15	10667
0	21194615	15	6174
0	21224531	15	9295
0	21260039	15	1914
0	21330708	15	3542
0	21330709	15	3543
0	21399184	15	13106
0	21441503	15	10614
0	21463790	15	1337
0	21539834	15	768
0	21556573	15	10614
0	21580877	15	7371
0	21585247	15	26483
0	21719319	15	12681
0	21748413	15	19824
0	21778239	15	25876
0	21794302	15	10614
0	21950433	15	10826
0	21979366	15	882
0	22003998	15	882
0	22154446	15	14286
0	22300411	15	205
0	22300703	15	477
0	22300969	15	1043
0	22301259	15	25434
0	22301260	15	25435
0	22366742	15	19789
0	22412945	15	17004
0	22459963	15	14675
0	22463716	15	5270
0	22464729	15	17113
0	22520903	15	20551
0	22699009	15	1962
0	22699013	15	1966
0	22794720	15	10154
0	22822403	15	10092
0	22826511	15	4890
0	22960786	15	596
0	23046477	15	11834
0	23066343	15	27282
0	23157680	15	7430
0	23163007	15	8898
0	23163008	15	8899
0	23169301	15	10779
0	23267250	15	632
0	23332095	15	9096
0	23340973	15	23788
0	23388866	15	768
0	23399238	15	23497
0	23417711	15	3630
0	23457389	15	17452
0	23520769	15	26686
0	23616990	15	787
0	23623964	15	787
0	23629946	15	10751
0	23659321	15	28400
0	23777123	15	5375
0	23929048	15	9578
0	24268639	15	18056
0	24268645	15	18062
0	24268650	15	18067
0	24359765	15	11016
0	24420544	15	16791
0	24473360	15	7328
0	24473855	15	17881
0	24474298	15	2628
0	24481636	15	17113
0	24598673	15	632
0	24694880	15	10779
0	24723064	15	882
0	24750043	15	10779
0	24783217	15	28449
0	24935712	15	1300
0	25112766	15	122
0	25130191	15	28384
0	25146910	15	8898
0	25339944	15	17850
0	25345230	15	7328
0	25403876	15	22356
0	25450257	15	8238
0	25502241	15	4294
0	25502463	15	7430
0	25515183	15	9572
0	25609711	15	11275
0	25865709	15	7442
0	25865713	15	7446
0	25921690	15	882
0	25921693	15	885
0	25925719	15	7453
0	25965962	15	1785
0	25977585	15	10751
0	26133104	15	10768
0	26257275	15	22149
0	26261682	15	10743
0	26368150	15	25850
0	26398871	15	21933
0	26450816	15	79
0	26451925	15	768
0	26455807	15	6160
0	26584804	15	7554
0	26591543	15	7554
