66612	15	151
86144	15	151
94906	15	159
212792	15	159
918443	15	159
431956	15	151
881172	15	163
195665	15	159
865871	15	159
999798	15	159
501793	15	172
879396	15	159
945722	15	151
225343	15	156
225346	15	159
545718	15	163
979626	15	180
639366	15	180
982415	15	156
982418	15	159
665816	15	163
621484	15	151
670741	15	101
282101	15	151
047768	15	180
2251318	15	53
6025746	15	258
6070674	15	159
6775691	15	258
8610695	15	156
1473005	15	180
4218644	15	69
9277014	15	127
5472329	15	159
8045462	15	159
4189500	15	258
5556808	15	151
0904599	15	159
4526991	15	163
6300860	15	258
6344791	15	45
6344816	15	69
6344858	15	113
6344863	15	118
6344872	15	127
6344897	15	151
6344902	15	156
6344905	15	159
6344909	15	163
6344918	15	172
6344926	15	180
7144806	15	159
1425487	15	127
3428764	15	151
3623080	15	156
3623083	15	159
9243000	15	258
9874316	15	159
9940685	15	127
4163367	15	180
6151525	15	248
9166143	15	151
3198315	15	159
3612592	15	127
3924614	15	151
6767009	15	156
6767012	15	159
1191893	15	151
2145988	15	69
7977078	15	151
0949313	15	59
2493146	15	258
3033418	15	159
4356237	15	163
5757581	15	127
2821764	15	258
6423840	15	127
6436092	15	180
7456836	15	151
0796701	15	258
5076502	15	69
6237251	15	103
968832	15	148
822232	15	69
891682	15	172
919607	15	180
798302	15	159
343190	15	180
430126	15	151
848140	15	159
017460	15	148
750781	15	159
314522	15	138
674521	15	83
906576	15	151
499682	15	127
945234	15	151
509302	15	151
574432	15	151
020405	15	159
554000	15	180
901604	15	180
799845	15	172
445348	15	159
545856	15	27
620174	15	27
163561	15	258
115786	15	163
7023049	15	159
3420958	15	156
6480268	15	159
6679366	15	151
1844756	15	186
3694449	15	258
8676065	15	258
6091496	15	148
5457321	15	151
6016481	15	258
9814389	15	159
3805547	15	81
9187389	15	156
9187392	15	159
6602918	15	151
2434979	15	156
2434982	15	159
6163245	15	159
8911767	15	258
9297692	15	159
2093400	15	258
8422010	15	148
3808762	15	148
3893281	15	156
3893284	15	159
6504380	15	156
6504383	15	159
3482270	15	163
5190837	15	186
8469609	15	163
527	15	159
81863	15	159
086174	15	159
474664	15	159
408522	15	151
030575	15	159
704705	15	180
398959	15	159
249489	15	163
497518	15	69
588519	15	81
202105	15	159
296239	15	69
326439	15	258
757307	15	180
818998	15	69
033591	15	258
862550	15	159
732549	15	69
642197	15	249
685547	15	159
0525090	15	159
0702684	15	148
1952616	15	258
1520543	15	258
1662637	15	159
4859850	15	159
7783077	15	159
3795626	15	151
6369652	15	248
6369653	15	249
7035249	15	159
0390709	15	156
2496731	15	258
6688177	15	180
0621242	15	159
0651637	15	69
0072938	15	148
0981199	15	186
3471096	15	258
4298669	15	159
5415873	15	151
5512001	15	151
0967242	15	81
4114663	15	159
4213615	15	159
4222840	15	151
5218264	15	258
3066133	15	159
659	15	112
0782	15	151
510447	15	69
888940	15	151
782481	15	159
991689	15	163
965556	15	156
965559	15	159
492760	15	159
767435	15	69
978452	15	156
206276	15	180
229677	15	151
794901	15	241
902917	15	159
259642	15	258
497581	15	151
839195	15	151
372145	15	159
2767736	15	163
2273085	15	258
3152663	15	148
3152666	15	151
8448116	15	151
1962440	15	258
5994794	15	241
3446059	15	159
6566258	15	151
7207403	15	186
9548645	15	258
2984889	15	258
3386044	15	159
3949603	15	163
7748730	15	151
9953232	15	159
2564064	15	258
7468546	15	159
9284116	15	180
5754302	15	258
14497	15	159
505975	15	159
837906	15	156
837909	15	159
395036	15	127
034069	15	159
698185	15	163
729056	15	69
414291	15	159
351155	15	35
337621	15	180
498629	15	163
200973	15	151
148570	15	159
901012	15	151
410591	15	151
029065	15	163
061686	15	159
1090900	15	159
2485153	15	159
2202967	15	156
2202970	15	159
4982031	15	159
7324204	15	151
0216044	15	159
1005958	15	249
3824380	15	180
4630790	15	156
4630793	15	159
0159576	15	156
0159579	15	159
1007875	15	258
6976376	15	151
9249870	15	195
9369343	15	258
3170341	15	151
9687798	15	156
9687801	15	159
00504	15	159
41971	15	151
493784	15	163
514564	15	159
933417	15	151
754869	15	180
098868	15	258
934893	15	159
789871	15	180
461166	15	151
149570	15	159
710790	15	159
570110	15	163
363332	15	35
339778	15	156
339781	15	159
939317	15	159
736696	15	159
0626341	15	69
0745726	15	151
6467616	15	180
7563624	15	159
8569100	15	151
3536607	15	148
8640413	15	69
2694764	15	159
2792875	15	148
6971429	15	151
3763261	15	159
5404119	15	53
0703372	15	163
4312788	15	103
4518038	15	159
5440659	15	258
7362655	15	151
8047536	15	151
9901756	15	159
45984	15	163
83665	15	151
203364	15	151
973128	15	151
461518	15	163
668276	15	159
866394	15	148
655538	15	180
577237	15	159
963053	15	258
903040	15	148
903043	15	151
474751	15	159
041425	15	156
149106	15	151
858768	15	148
383056	15	159
085145	15	159
615535	15	180
965782	15	159
164442	15	241
078549	15	159
105088	15	151
750344	15	248
361976	15	180
796820	15	180
0115421	15	151
0909780	15	159
3321206	15	258
5601456	15	151
8295660	15	151
1345506	15	45
4417409	15	35
5319426	15	151
7750720	15	45
9382359	15	151
1093465	15	151
5042813	15	159
5881692	15	156
5881695	15	159
8059531	15	159
0579010	15	127
6348327	15	159
2525677	15	163
5904	15	151
03103	15	159
94746	15	159
969047	15	27
009539	15	151
076685	15	127
519013	15	156
519016	15	159
041097	15	159
030125	15	156
030128	15	159
716966	15	258
336667	15	258
342645	15	249
158587	15	151
031328	15	258
650654	15	159
946225	15	249
113197	15	148
746826	15	180
015805	15	159
8182204	15	159
8762829	15	180
9259798	15	69
0513043	15	258
9584885	15	241
3148502	15	156
3148505	15	159
0392216	15	69
0944066	15	113
7965066	15	258
0828069	15	159
3545375	15	159
1799	15	69
31293	15	151
29011	15	159
001862	15	151
134969	15	258
369236	15	159
447819	15	103
869781	15	148
823465	15	159
178084	15	156
178087	15	159
331741	15	151
958036	15	151
471797	15	151
659164	15	156
225089	15	156
394471	15	159
933454	15	180
168418	15	69
830221	15	148
871451	15	241
5236059	15	156
5236062	15	159
6512228	15	241
7007947	15	91
0134185	15	163
2044937	15	248
2044938	15	249
4335999	15	151
8849171	15	151
9785128	15	151
02183	15	159
466508	15	180
697799	15	159
833373	15	159
686956	15	163
710844	15	159
581951	15	180
751707	15	69
659216	15	156
330835	15	159
083488	15	159
808593	15	156
808596	15	159
491106	15	151
865051	15	151
746625	15	159
926356	15	258
546977	15	258
291596	15	159
986153	15	180
715159	15	156
593625	15	159
430449	15	151
540145	15	159
028708	15	151
044418	15	258
9493762	15	159
7396015	15	159
7658138	15	163
1889719	15	163
1935452	15	159
4432981	15	151
5759530	15	159
1202487	15	163
3191098	15	151
369905	15	151
5972616	15	258
8076902	15	159
6611470	15	151
7241282	15	156
7673527	15	159
0098863	15	148
2741795	15	151
5005158	15	69
6598273	15	163
8369674	15	159
3704444	15	151
5094536	15	180
5210557	15	159
6809545	15	159
7014814	15	159
5380673	15	258
3550427	15	159
8218033	15	151
9411422	15	159
01629873	15	163
10281863	15	148
11046506	15	35
11279801	15	151
15534044	15	159
16412146	15	180
23689931	15	59
25467610	15	151
507231	15	159
993222	15	151
530614	15	101
865216	15	258
2637944	15	159
3907413	15	180
4126177	15	159
7933420	15	151
3995621	15	180
5389310	15	159
7758587	15	180
7884481	15	172
8798799	15	159
2389007	15	159
5913639	15	159
1040706	15	156
1040709	15	159
4502158	15	186
6675202	15	159
2477052	15	159
7252097	15	258
0548086	15	151
3940080	15	151
7247435	15	156
8692278	15	156
8692281	15	159
1727701	15	151
1969594	15	159
7796404	15	69
7863550	15	186
8527425	15	159
01364163	15	148
10393769	15	159
11252826	15	156
11252829	15	159
13243272	15	159
18045457	15	151
18055514	15	180
22439761	15	159
23788984	15	127
27872348	15	159
7471445	15	159
3604556	15	151
5155527	15	159
6871420	15	159
1498800	15	159
2561322	15	151
5740595	15	159
6958711	15	151
8135601	15	103
1936356	15	163
3471117	15	159
3701975	15	69
9186177	15	195
0664449	15	127
2787304	15	69
4371365	15	151
8758911	15	159
0327987	15	258
0693033	15	69
1630970	15	69
7946554	15	156
7946557	15	159
7994882	15	148
05054991	15	186
07162665	15	241
08077352	15	258
1238898	15	163
2689793	15	159
2351464	15	159
8188230	15	258
2835813	15	241
6286022	15	127
7038672	15	127
0528489	15	163
1938134	15	83
8477442	15	53
